Date,Open,High,Low,Close,tick_volume,RSI,Williams_%R,WMA,HMA,EMA,SMA,TEMA,CCI,CMO,MACD,PPO,ROC,DMI,MFI
1988-05-25,1.1471,1.1482999999999999,1.1463,1.147,391,32.732528274012054,-96.41025641025678,1.1625498823529412,1.1545940299504416,1.1621787883468908,1.1649079999999998,1.1530888531916288,-77.05352411234782,-56.23100303951406,-0.005452299222425294,-0.47052766275517066,-1.401186280409179,19.798356804228554,36.198294693611125
1988-05-26,1.1464,1.1485,1.145,1.1463,691,32.08653943534105,-93.7499999999996,1.161820156862745,1.1529137203188968,1.1615560907646598,1.16459,1.1517755664040419,-72.20746710626727,-54.7169811320757,-0.005607662393022128,-0.4843211903322878,-1.6135953995365142,20.56808612284679,31.1105278893739
1988-05-27,1.1391,1.1412,1.138,1.1393,621,26.462364791686724,-95.32374100719397,1.160828392156863,1.1511306759319113,1.160683302891536,1.164304,1.1497857276377799,-121.14827253070938,-62.50000000000043,-0.006223885248697325,-0.5381813039002624,-2.273117172756902,22.099411848593668,27.856529509130226
1988-05-31,1.1319,1.1335,1.1309,1.1320999999999999,501,22.159854134960852,-96.56160458452759,1.1595654901960786,1.1490788957121312,1.1595623890526523,1.163822,1.1471500889479935,-175.4594069032571,-75.34246575342526,-0.007210112440480421,-0.6244352401359232,-2.7405498281786977,24.152850440208145,22.433645540701008
1988-06-01,1.1341,1.135,1.1334,1.134,311,25.597692814748243,-90.82840236686427,1.158396,1.1468969252316312,1.1585599424231365,1.163396,1.1449494241728002,-148.00744878957317,-70.66666666666688,-0.007749064087142932,-0.6720021254670858,-2.4767801857585274,25.698422616311102,26.6134933383848
1988-06-02,1.1332,1.1338,1.1314,1.1328,441,24.851173443815597,-94.27710843373488,1.1571961568627451,1.144616413919414,1.1575497486026214,1.1629420000000001,1.1428017137431496,-136.48620618129036,-70.2702702702704,-0.008178737723848029,-0.7101911169173525,-2.2352636575472538,27.311416233025223,25.931045108221653
1988-06-03,1.1332,1.1343,1.1325,1.1332,361,25.629752849281132,-92.01388888888899,1.1560298039215688,1.142320346907994,1.156594856500558,1.1623400000000002,1.140885573731401,-103.28815012697574,-67.88990825688111,-0.008390262792789649,-0.7294230984965444,-1.2289723699119675,28.67984248353372,34.52623624621938
1988-06-06,1.1383,1.139,1.1374,1.1387,281,35.52169765068989,-61.19402985074613,1.1551027450980391,1.140241716871364,1.1558930974221047,1.161788,1.139761536025346,-43.133933298044425,-44.44444444444456,-0.008021625592754988,-0.6978944806067694,-0.6889935461364048,28.799380257227295,40.79793368239855
1988-06-07,1.1405,1.1414,1.1402,1.1406,231,38.56185558007265,-51.74129353233812,1.1542718431372547,1.1384646453350573,1.155293368111434,1.161066,1.1389625790073175,-14.161554192227037,-18.87323943661959,-0.007489825785402804,-0.6519969527164047,-0.8518776077885979,28.379141393149137,43.84898996136475
1988-06-08,1.1386,1.1396,1.1381999999999999,1.1384,261,36.420530605152955,-62.68656716417881,1.1533829803921567,1.1369356134453783,1.154630883087456,1.1603139999999998,1.1380004788212492,-30.42450174529936,-22.16216216216217,-0.0071633179501793265,-0.623990625964676,-0.8707767328456991,28.257112803294316,41.58388406224214
1988-06-09,1.1367,1.137,1.1360999999999999,1.1367,181,34.81187527850429,-70.99999999999989,1.1524569411764705,1.1355997881922,1.1539277112016735,1.15955,1.1369446950391537,-47.26725240275693,-39.255014326647775,-0.006961486250785631,-0.6068511200593992,-1.0704960835509119,28.417232993489193,38.09150429605812
1988-06-10,1.1377,1.1384,1.1373,1.1377,221,36.58621259738046,-66.00000000000044,1.1516000784313727,1.1344575985778929,1.1532913303702352,1.158688,1.1361082666195121,-26.35164784406129,-31.563421828909178,-0.00664425074555397,-0.5795504715418209,-1.0093100147916172,28.229177235420554,40.93279501761819
1988-06-13,1.1336,1.1336,1.1336,1.1336,1,32.66097956306693,-86.50000000000038,1.1506162352941176,1.133368921999569,1.1525191213361083,1.15774,1.1348979547330487,-77.2187500000027,-41.176470588235645,-0.0066470519793975225,-0.5802765560710983,-1.168265039232788,28.54879154344525,37.919723177775474
1988-06-14,1.1208,1.1239,1.1194,1.1207,891,23.953278776556147,-95.53264604810971,1.1491636862745098,1.131958011850894,1.151271312656261,1.156514,1.1323477565755298,-219.25243215565777,-57.20000000000012,-0.007602556627230417,-0.6647564722889847,-2.23327226729478,30.182625868766987,26.110765938057682
1988-06-15,1.1157,1.1165,1.1154,1.1158,211,21.597821202758325,-98.79154078549863,1.1475670588235292,1.1301508642533937,1.149880280787388,1.155374,1.1294667509317942,-229.49172576832214,-59.31558935361241,-0.008655415748726414,-0.7581850839950728,-2.0626700605635104,31.969759720298487,27.053537117015082
1988-06-16,1.1166,1.1199,1.115,1.1164,961,22.601472543358398,-94.69696969696943,1.1460386666666666,1.1280847269984915,1.1485673285996474,1.154318,1.1269044701782627,-166.19755016940323,-56.952380952380786,-0.009333804909457122,-0.8189485917430801,-1.3868032859287895,32.89209922520043,43.18512803837106
1988-06-17,1.1155,1.1157,1.1148,1.1156,171,22.19352488775425,-96.99248120300784,1.1445203137254902,1.1258597403576815,1.147274492183975,1.153354,1.1244801118540777,-134.94969636545008,-51.187904967602464,-0.009822755905363412,-0.863202932696087,-1.6225749559082867,33.76507132818036,47.12463837770846
1988-06-20,1.1121,1.1143,1.1112,1.112,611,20.408380132376124,-97.35099337748301,1.1428985882352942,1.1234846942469296,1.1458911787649957,1.152218,1.1218681779560666,-122.25509656317504,-47.07259953161547,-0.01038107641890429,-0.9138101431054363,-1.8361581920903893,34.87049216636385,46.20705461981375
1988-06-21,1.1132,1.1134,1.1124,1.1129,171,22.095456085399505,-94.37086092715221,1.141356705882353,1.1211028698556347,1.1445974070487215,1.151278,1.119593769508256,-97.24185910814941,-50.59952038369298,-0.010628409283713891,-0.9369946198660047,-1.7913872220261196,35.89695437324852,44.65152785273328
1988-06-22,1.1009,1.103,1.0995,1.1006,671,16.841417857893916,-97.37470167064416,1.1393693333333332,1.1184692406808878,1.142872018537007,1.150104,1.116139735795424,-139.3716349758055,-60.98484848484854,-0.011682263701627615,-1.0321739333534088,-3.345920786862213,37.713352695298354,42.82688925466192
